content,score,label
mntaf,3,0
"masih tetap masalah jaringan yang tiba""hilang ntah kemana dan harga paket internet semakin hari semakin mahal sangat tidak sesuai dengan kualitas jaringan",1,0
Sinyal lemot apalagi kalau saat maen game terus suka muncul pesan gajelas,1,0
"kenapa performa kartunya sangat lemot, minta kode otp aka gak bisa",1,0
Paket internetnya makin kesini malah makin mahal. Jaringanya jg lemot agak kecewa sama m3.,2,0
makin mahal bukan nya bagus malah nambah jelek jaringannya.,1,0
"Dulu tanpa kuota bisa akses aplikasi. Sekarang tanpa kuota tidak bisa akses website dan aplikasi, jadi pelanggan sulit untuk membeli kuota baru pada saat habis mendadak.",2,0
"Aneh, daftar kuotanya dikit banget, banyak yg dihilangkan. Paket yellow dll ga ada. Gunanya aplikasi apa",3,0
"Jaringannya pea , kuota internet doang gede tp jaringannya konyol 👎🏻👎🏻",1,0
"Setiap abis beli paket internet, pasti selanjutnya harganya makin mahal bikin males pake kartu im3, dan juga sekarang setiap pembelian paket selalu diproses lamaaaaaaaaaaaaaaa",1,0
"Satu kata buat indosat buat main game,(PELEEEEEEEEER) .mndingyan kartu axis,meskipun ank xl ,v stabil, Anak m3 ,yng namanya 3 lebih lebih ,padahal gw pelanggan indosat dari mulai ada,jaringan indosat.ampe sekarang,",1,0
Gak bisa dibuka,1,0
Mau paketin gagal terus apalagi yg promo gmna sih hadeuhh,1,0
Sekarang saya sudah pindah dari myIM3,1,0
Please deh ya ini cmn mau mendownload apk buat tugas eh sinyalnya ya ampun lemot bgt Padahal Kouta masih banyak 🙃,1,0
kurang bagus masih sangat mahal,1,0
Annjjjjj,1,0
"paket semakin hari semakin mahal, tapi kualitas jaringan semakin menurun drastis. sering hilang² 👎",1,0
Kalau main ml ngeleg nya minta aampun. Tidak direkomendasikan,1,0
kalau saat jaringan sibuk pulsa habis tersedot walaupun ada paket data,1,0
"Bikin pusing, kurang simpel",1,0
Kenapa pemeliharaan apl dana belum tersedia di kios myim3 ..,2,0
Sering terjadi masalah sinyal jelek dan jaringan error tolong di perbaiki ya Terima kasih,1,0
Jaringan jelek bgt dih alaaaaaah👿,1,0
gak bisa ngelakuin pembayaran lewat shopepay atau ovo. pdhal aplikasi yg lama udh bagus. setelah diupdate malah bnyak error,1,0
"Jaringan opo niki, ngelag teros",2,0
"apalah jaringan indosat sekarang tidak stabil,kadang naik ke 4g+ turun ke 4g ,ngak jelas banget naik turun gitu gitu mulu , gua sebagai user pengguna kartu Indosat jadi kecawa berat, mengganggu aktivitas sosial saja mending Telkomsel meskipun sinyal agak lemot jaringan tetep stabil......",1,0
Mana hadiahnya GK ada kabarnya data sya sdh lengkap,1,0
"Gua saranin gak ush beli m3 gua susahh di tipu , pulsa gua ilang trus gak guna , SARAN GUA BELI SMARTFREN AJA BANH",1,0
eror mulu bangkee,1,0
indosatbangsat orekdokontol dari kemarin jaringan busuk kek jembut gak di perbaikin hahahahahah indosat ga mutu sama sekali,1,0
Sinyal kayak ta1,1,0
ini knp dahh no ny g terdaftar pdh siang mah aman,1,0
"Ini aplikasi im3 nya semakin update semakin buruk parah, masa kuota saya sudah habis enggak bisa buka aplikasinya dulu bisa jadi saya susah check pulsa atau kuota itu sangat susah tolong perbaiki secepatnya.",1,0
Proses nya lama sekali beda dengan kalo pakai kode USSD,1,0
Sinyal gangguan mulu bar penuh buffering mulu,1,0
Setelah di update saya ga tau saya mau gunain vocer di mana mohon di perbaiki lah Saya pergi lagi ke mas mas konter terdekat saya bilang lho mas kok saya ndak bisa nyeken vocer my m3 yang saya beli di sini lewat aplikasi kata emasnya yg jualan coba mas kok ndak ada ya Masnya langsung lewat *556*kode vocer# aja Terus saya bilang apa guna ini aplikasi my m3 setelah di update makin merepotkan Jawab lah woi kalian yang ngebikin kau taruh mana scen vocer yang memudahkan pelanggan mu ini,1,0
M3 sinyal sangat buruk tulisan 4g tapi buat wa aja susah apa meleduk lagi tuh tower m3,1,0
"Im3 pelayanan buruk,mau menguntungkan diri sendiri,sinyal/jaringan susah kadang putus.dan semua tarip harga naik tapi data dikurangi.semua tentang M3/indosat bobrok",1,0
"Pulsa gak kesimpen alias kalo lu diemin di aplikasi ini bakalan hilang begitu saja,kalo di steam gak bakal ilang tuh",1,0
"Cobalah im3 itu evaluasi. Banyak ulasan yang buruk terkait sinyal/jaringan yang sering low atau tiba-tiba hilang. Jika ajukan komplain selalu jawabnya tim kami sedang berusaha mengoptimalkan, memperbaiki jaringan, dsb. komplain yg kedua, paket data yang semakin mahal. Setiap bulan pasti naik harganya. Walaupun beli lewat aplikasi, hot promo pun tetap ada kenaikan harga paket data setiap bulannya.",1,0
loadingnya lama mau beli kuota gagal terus,2,0
Knapa ya sekarang ap emtri nya GK bisa kebuka terus eror lagi GK bisa msk kecewa gue udh tiga kali donwload ap ini tetap aja msh erorrrr,1,0
Sinyal nya ghoib suka ilang tiba-tiba,1,0
"Woi kalian, pokoknya cepat ganti sim aja deh, nyesel nanti pake Indosat... Aku pake Indosat awalnya enak akhirnya malah sering ditipu...",1,0
"Entah kek mana lah, untung pas gak lagi buat kerja sinyal tiba² gak jelas",1,0
bagus mendukung,2,0
najis gblook apk gajelas,1,0
Ngelag bet njing,1,0
"indosat maling, pencuri biadab ga tau malu, ga ada angin ga ada hujan tiba"" pulsa kesedot banyak kocak banget, pdhl sblm nya data seluler ga aktif, udah gitu sinyal nya ghoib busuk, berharap ga pernah ada yang namanya 'indosat'.",1,0
banyak bug nya tolong di perbaiki itu juga saat push rank sinyal nya merah terus,3,0
sering eror di wa juga no tidak di verivikasi gimana mksdnya,2,0
Makin kesini makin kesana Sering bet gangguan kalau mau perbaikan setidaknya ada pemberitahuan jadi keganggu aktifitas,3,0
"Bikin gak nyaman saat di gunakan untuk bermain game...saya sebagai penggunan lama im3 sngat tidak puas karna sering trouble dengan tiba""...",2,0
Sampek s3karang punya saya fak bisa di buka eror Tau lah jdi mless,1,0
"Saya turunkan JD 1⭐ Krn Login ke Aplikasi tidak bisa digunakan,cm BS via wa/*123#...biasanya tidak seperti ini slalu anteng aj aplikasi Indosat...",1,0
TOLONG LAH UNTUK M3 SAYA MASIH ADA PAKET DATA DAN KENAPA PULSA SAYA TERKURAS PADAHAL PAKET DATA MASIH ADA KASIH MODE KUNCI PULSA DONG BIAR PULSA AMAN GAK KE KURAS AXIS AJA ADA MODE KUNCI PULSA -AXIS NO ONEE BROO AXIS TERBAIK GAK KEK M3🤮🤮🤮🤮🤮,1,0
"Assalamualaikum, selama 5 hari sampai sekarang , jaringan IM3 tuh nggak stabil anjir , main game nggak stabil , nonton tik tok ngeleg ² buka google lama , padahal kuota aku tuh banyak , aktif mode pesawat udah , boot ulang hp sudah , padahal signal nya penuloh , jaringanya 4G ,mohon yah pihak Indoosat,perbaiki masalah ini 🙏",1,0
knpa paket MyIM3 Paket Nya Boros,2,0
Sinyal internetnya kaya taikk... Masa gadaa koneksi sampe berjam jam.. Udah copot kartu sampe reestar hape sama aja..,1,0
"Apa nih kok update ini ga bisa nukar koin lagi??,,koin gua udah 2.313 ga bisadi tuker pakai paket internet 200mb an",2,0
sinyal lemot,1,0
Sinyal ilang gmna nih kuota 3 hari malah ga bisa dipakai,1,0
"Kenapa my im3 yg sekarang gak kyak yang dulu Knpa setelah di update knpa gak ada VPNnya Kalau my im3 versi lama tanpa kouta bisa main mobile legends,tapi setelah di update kok gak bisa Mohon saran atau bantuannya???? Woy im3 jringan babi sering lag",3,0
gangguan mulu sekrang jelek amet gua kasih bintang 1,1,0
Maaf kalau mau kasih game dan hadinya paket data jngn bikin pelanggan kalian kecewa dan pindah di layan kartu lain saya cobah 30menit lebih GK dapet iseng aja mainnya Lain kali kalau mau kasih pelanggan harus dipermudakan biar pelanggan kalian puas dan seneng Bintang 1 pantes sih buat layan ini pelit sama pelanggan sendiri wkwkw,1,0
"Semakin di update semakin lemot untuk dibuka, fitur yang gak guna samasekali (game, dll) dan promo kuota yg sering berubah dan gak jelas, apalagi harganya slalu naik.",2,0
IM3 emang mantapb,3,0
mau masukin vocer aja bingung sekarang makin ribet,1,0
"Mau beli paket dari aplikasi pas mau bayar gak bisa, dah pakai berbagai metode bayar seperti shopeepay, dana, bahkan ovo semuanya gak bisa sampai uang harus di pindah2 cuman buat cari aplikasi mana si yang sebenarnya bisa? Q beli kuota pada kartu lain lewat aplikasi saja mudah, entah kenapa IM3 rasanya susah amat mau beli kuota dr aplikasi, ditunggu update aplikasinya jika sudah lbh baik bintangnya q ganti",1,0
is the best,1,0
Jelk banget ini indosat,1,0
paketan super hemat tapi kadang harga nya gak hemat,3,0
semakin di update semakin buruk bener masa gw cek kuota 2gb ga bisa apa apa apakah Indosat sedang ada masalah ?!,1,0
"kenapa akhir akhir ini sinyal Indosat semakin jelek?sering kali down sinyal internetnya,kadang ada sinyal tapi tidak ada internet,ada internet tapi ga jalan"".",1,0
Jangan jelek,1,0
𝘒𝘶𝘳𝘢𝘯𝘨 𝘮𝘦𝘮𝘶𝘢𝘴𝘬𝘢𝘯,1,0
saya merasa kerugian isi pulsa ilang sebagian gara gara jaringan error. pulsa habis ga karuan tolong tanggung jawablah.jangan ga ada konfirmasi baru kali ini gua nyesel pake m3,1,0
"Agak lain ni apk loh, cek kuota doang sering problem gbsa open apk hadehhh",2,0
Sumpah nih apk kok makin jelek banget sih. Gak bisa dibuka Mulu,1,0
busuk beli paket aja gagal terus,1,0
"Cerita nya no yang m3 lain 2, 2 nya selamat anda dapat 1 gb 1 hari, karena kamarin lost sinyal parah, di sms nya jam 4 sore , Kan gue tau nya 1 hari itu 24 jam ketika jam di sms, pas di cek pagi2 , kuota bonus nya gak ada , alias di cek *557*8# nol ( zero ) Kalau loe gak niat ngasih bonus , jangan ngasih sekalian atau jangan ngomong 1 hari jalan tol....., baru 8 jam udah gak ada .",1,0
"Gini amat beli paket di wa, pas di tawarin flashsale ga niat beli, pas mau ketik hot promo tiba² kebeli sendiri, mana pulsa 20k buat beli yang lain malah ke beli si flash sale 10k cuman 3hari lagi rugi² padahal ada sisa pulsa.mohon pihak im3 menindak lanjuti dan memberi kompensasi. Dihati anda memang tidak rugi tapi dihati saya rugi karena pulsa 20k mending buat beli hot promo lainnya dari pada flash sale 10k nanggung sumpah.",1,0
"plis la masa setiap mw buka apk nya sllu gabisa,pdhl ud update yg trbru",1,0
Gak guna selalu tiap hari gak ada sinyal percuma beli kuota kalo gangguan terus tolong benerin,1,0
Provider M3 gak pernah bagus Selalu ganguan,1,0
"Gila...jaringan'y super"" trpaling buruk.......eror mulu......prcuma kuota banyak jg...lw jaringan'y buruk.....kecewa sekali",1,0
Semakin ke sini harganya semakin mencekik,3,0
sering banget gangguan nya min kek rawat jalan aja tiap jam 7 malem pasti gangguan paket aja mahal kualitas murah,1,0
antapp,1,0
"Selain sinyal terbatas, Indosat juga sering gangguan. Ini sangat tidak nyaman. Apalagi jika untuk bermain game di daerah tertentu. Sama sekali tidak bisa.",3,0
IM3 apakah kalian kena hack atau bangkrut? kuota ada sinyal full tp ga bisa akses internet @karawang 26-01-2024,1,0
ok,1,0
Sinyal makin lemottt harga paketan terus naik ini gimana makin hari makin parah lama2 gw ganti kartu pake provider yg lain,1,0
Jaringan nya jelek banget cape sendiri guaa,1,0
Kasi aq promo,1,0
sinyal Indosat makin bapuk,1,0
Aplikasi masa eror tiapp hari,1,0
"Tolong perbaiki lagi biar ada fitur kunci pulsa, setiap isi pulsa suka hilang saldo pulsanya",1,0
"Apasi sinyal jlk bngt, benerin lah jangan promo mulu yg di update sinyal jga bgusin lah gak enak bngt dikit2 sinyal jlk lgi ngegame ngeganggu bngt mohon untuk dibenerin terimakasih",1,0
Gimana ini sya sering isi pulsa poin ga pernah nambah wkkwwk saya isi kadang 100 RB kadang 10 RB eh point' ga nambah nambah keliatan ga mau rugi wkkw saya akan buang sebulan lagi setelah habis kuota ni kartu menjengkelkan katanya isi 10 RB dapet point' lah saya suka isi 100 RB mana ada point' nya,1,0
"Kenapa susah kali aplikasi di buka.sinyal don tiba tiba.makin gak asik,,,",2,0
"Jaringan kyk jelek sekali tolong dongg dana besar masa ga bisa benerin masalah jaringan yang NGELAG terusss, kek mana",1,0
ngk guna,1,0
Gua sumpahin lu bangkrutt ya kalau seringg gangguan dan nyusahin orang taikk lu,1,0
Llll online?,2,0
"Maap saya kasih 2 Bintang saja karena Indosat sekarang jaringan nya lemah dan promonya jarang sama pelit quota gratis ,",2,0
gratis,1,0
Jelek banget fitur nya Bagusan yang dulu,1,0
kata nya pulaa safe nyata nya selalu ngambil pulsa apa apan ini operator mau pindah najis,1,0
Akhir akhir ini sering banget eror sinyalnyaa 😤😤😤😤😤😠,1,0
"sinyal nya turun naik kadang bagus kadang ilng sendirin sinyal nya mana bnyak notif nyesel pake kartu ini buat pengguna bru mnding pikir""dulu",1,0
sangat bagus,2,0
semenjak tri gabung sama indosat sinyalnya jelek bnget di kota besar jakarta udah kyak di hutan. korupsi gitu bnget ya beli paketan mahal hasilnya.,1,0
"Setiap saya cek usage di 363 kenapa jawabanya selalu , silakan selesaikan transaksi sebelumnya sebelum melanjutkan maksudnya apa min",1,0
"Pada akhirnya selalu masalah jaringan, sinyal im3 daridulu selalu tertinggal jauh dari provider lainnya apalagi di saat musim hujan seperti ini, main game tiba tiba nge-LAG, dengarkan musik streaming tiba tiba macet, apalah apalah, entah sampai kapan!",1,0
"Kok tiba"" gak bisa se...",1,0
Malas pake Indosat tiba tiba kuota hilang kagak jelas padahal baru di isi 20 gb cumn di pake dua hari langsung hilang,1,0
Sangat tidak bersahabat,1,0
nice,3,0
Jelek tidak bisa di install saya. Sudah muak,1,0
gjls transaksi lama bangat diprosesnya gabecus,1,0
Sinyal semakin buruk Sungguh makin buruk🤔🤔🤔 Beberapa terakhir ini gak bisa buka apps,1,0
aplikasi gak bisa di buka,1,0
Aplikasi sll error susah d buka,2,0
Di pesan dapat 1gb karna ada kendala tapi kok gak masuk,2,0
"My im3 tower MC Majalengka payah bila hujan sinyal ikut kehujanan hilang 4g. diganti Eg, apalagi kalo terjadi kalo terjadi gangguan PLN,ikut gangguan..🤣🤣🤣 tower aneh..MC majalengka di desa Lengkong wetan.",1,0
jaringan lo burik banget woi,1,0
"sinyal lolot,pas ga ada musuh sinyal bagus,pas rame musuh tiba tiba langsung jelek,bahkan hilang sinyal,gw nobatin ini sinyal sebelas dua belas sama axis,sama sama tol0l",1,0
Sinyalnya benerin dong Di Purbalingga Jawa Tengah ngga ada sinyal udah 4 hari Ada sinyal beberapa detik dah ilang Ga nyaman,1,0
Oke mantap,3,0
"Aplikasi gak jelas masa tiba tiba ada paketan yang masa atktifnya sampai 1 tahun dan ada kouta Safe nya gimana mau pake paketan yang aslinya,padahal gak ngedaftarin paketan apa apa tiba tiba nongol aja paketan yang itu",1,0
Mayan,3,0
"NOTIFMU BISA GA SIH GAUSA GANGGU,TIBA TIBA POP UP GAJELAS,PNTK",1,0
Gimana ini lama2 kok ga jelas paket tiba2 hilang sendiri padahal masih 28 GB saya saranin jangan menggunakan kartu m3 lagi udah sinyl hilangan timba2 pulsa berkurang sendiri Sampek habis kuata data juga hilang sendiri lama2 nyusahin pengguna,1,0
"sinyalnya gangguan terus ,ini kenapa im3 ,hujan pun ikut ngedrop kaya telkomsel",1,0
Jangan ada yg make ini jaringan nya b*ngs*t,1,0
im3 semakin burukkk,1,0
sering sekali ada gangguan,3,0
"Gw kasih b2 karna sering kali naik harga paketnya bukannya ngasih diskon,bikin bangkrut gw dengan keuangan pass Pasan beli paket di Indosat.. Yang mau coba,mendingan jangan coba coba..",2,0
"Alah alah apk buriq, tai la kalau g niat buat sinyal gausah dibuat min Apk sering error padahal sinyal bagus, kadang juga sinyal suka E gada angin gada hujan Pfft, im3 pekok",1,0
"Hhhh knp kah lagi ini jaringan kasian datang lagi kumat nya malah jlk lagi padahal hari hari kemarin bagus ,tolong lah jangan suka tiba tiba kasih jlk jaringan",1,0
"beli kuota prosesnya lama banget ga kaya sebelah satset² pelayanan dalam aplikasi lemot, lelet banget udah 1 jam pembelian paket msh proses aja,,, KOCAK!!!",1,0
"Poin gua nga bertahan,sia² ngumpulin tetap aja di ambil...",1,0
"rugi isi pulsa 50 tp paketan masih ada dpt bonus 1gb tp cek pas plsa kepotong 4k , rasah onò bonus2 nek motong seko pulsa nyet rugi tenan m3 saiki bosok!!!!!",1,0
Sinyal,2,0
"Aplikasinya bagus, sinyalnya susahnya minta ampun..",3,0
"kenapa jahat banget si apk nya,😭😭aku beli pulsa niatnya mau aku buat top up malah di sedot sama apk nyaa😭😭sedih banget aku nangis jahat banget😭",1,0
"Ini kenapa kok kadang pas isi ulang paket suka gagal, padahal gaada paket yang terdaftar?",1,0
Apk tolol bngsd paket elit gratisan sulit,1,0
"Di suruh restart juga percuma kalo sinyal lemot kaya gini udah kaya plosok,rekomendasi kartu lain dong bosen kartu mahal sinyal lemot, harga doang naik sinyal ga di benerin lawak,harga naik sinyal lemot paketan boros nyesel beli nih kartu",1,0
Paket masih sisa banyak tp masa berlaku tinggal 1 atau 2 jam aje udh error gk bisa di gunain kocak.!,1,0
Dalam 1 hari 2 kali hilang data sinyal.. Semakin kesini semakin sering Indosat gangguan sinyal .!!,1,0
"Ko bisa sii pas lagi main gem tiba"" lag abis nya klh,udh gitu di ban lagi g jls bngt",1,0
"Memang gk habis akal busuk lo sbg penyedia layanan, sekarang lo ngirim pop up langgananan rbt scam saat pengguna lagi mau menggunakan mesin pencarian yg dimana keyboard penggunan pasti akan di gunakan langsung.",1,0
"Jaringan gak jelas, dah lemot, suka jaringannya ilang, padahal saya beli kuota, tapi jaringannya kayak kelas bawah, saya mahal mahal loh beli kuota, kenapa jaringannya sering lemot, malah sekali lemot lama lagi, aku harap kedepannya jaringannya lebih baik, satu lagi katanya nomor kartu saya tidak terdaftar, padahal saya beli yang sudah terdaftar di pemerintah, agak lain ini kartu",1,0
"Semakin buruk, everything!",1,0
Jaringan lemot banget,1,0
Apa lah m3 ni baru isi pulsa mo isi paket malah kesedot sebelum di isi dah tu makin lama makin mahal lagi,1,0
"Pas mau 1gb masa gak bisa digunakan sih, padahal masa pemakaian masih beberapa hari dan sinyalnya full",1,0
delay,1,0
Makin diupdate harga makin naik.. Padahal berlangganan terus,3,0
"gak ada perubahan, jaringan bikin kesal plus gitu mahal pula. maaf saya harus move on 👎👎👎",1,0
Kouta mahal jaringan busuk #indosatyatim,1,0
"Jaringan sangat payah, menyusahkan orang",1,0
"woy gila sih sinyal bisa gak ada dari siang tolong dong pengguna lama ini ah ecewa berat,harga kuota makin mahal bukannya Makn bagus jaringan malah makin gak karuan",1,0
Sinyal jelek banget di wilayah Jateng brebes Tonjong Kalijurang,2,0
baru,3,0
Kok semenjak gua pake im3 susah banget ngakses Internet harus pake login indosat segala lagi padahal sebelumnya gak gitu,1,0
sinyalnya buruk banget ya setelah gabung dengan tr3 khususnya cikarang,2,0
Sebelumnya im3 murah 100 Gb cuma 125.000. Sekarang makin mahal jdi 200.000. Akhirnya saya beralih ke telkomsel.,2,0
Daftar paket edukasi gak ketemu,2,0
"Sinyalnya jelek, main game online, masuk ke game nya belum ada 1 menit sinyalnya jelek, pas diloby bagus, pas main jelek, browser juga jelek sinyalnya aku kasih ranting 1 karena jelek",1,0
"Tolong dong Im3 untuk sinyalnya diperbaiki lagi, saya pengguna im3 kurang puas kalau sinyalnya begini terus",1,0
Jaringan full. Kuota 100 gb. Leg mulu knpa? Gangguan trossss.,1,0
Lemotin terus internet nya m3 mahalin juga sekalian paket data nya,1,0
Harga kuota makin mahal Sinyal makin buruk PHANTEK !!,1,0
Jaringan asuh,2,0
sangat puas dengan aplikasi myIM3,3,0
Ini kenapa iba tiba hilang ya,1,0
"Kenapa sekarang sinyal myIM3 sering hilang apalagi waktu hujan padahal dulu klo hujan sinyal bagus"" aja",1,0
"Suka bermasalah kalau isi pulsa atau beli paket di myim3 heuu, suka ngeleg dan bermasalah!!!",3,0
👍👍👍,3,0
Sinyal lag parah,2,0
Makin hari makin susah ini jaringan nya,1,0
mantaaaf/ sangat joos,3,0
Jaringan Gangguan Terus Ni Paket Gua Beli Ya Bukan Gratis Jadi Jangan Se Enaknya Bikin Jaringan,1,0
mksh myim3,3,0
Makin ampas aja si ah ganti nih,1,0
kenapa harga paket internet semakin mahal ? 50k cuma dapat 12gb. dulu 50k dapat 25gb. hadeh ... kayaknya waktunya pindah ke OPERATOR sebelah yg dpt lbih banyak kuota dengan harga yang sama dan sinyal lebih baik.,1,0
Klo mau ngasih mpoin.. Ga usah d angus sin.. Kesannya terpaksa gitu Di adain mpoin.. Biar narik peminat.. Setelah mpoin banyak d ilangin.. Uuuhhh Kecoa sih,3,0
mantapp...,3,0
Awal tahun jaringan ga jelas.! Sangat kurang nyaman pdahl udh bertaun2 dg indosat.! Buknya awal tahun tambag bagus ini palah Down.! Kecewa,1,0
Tambah mahal tambah sering lag,1,0
okay,1,0
"Sinyal Indosat ilang"" Mulu woy",1,0
nge lag wae,3,0
IM3 busuk hilang hilang terus jaringannya😤😤😤,1,0
triono,1,0
Di situ dapat 50% potongan harga tapi malah error pas di beli,1,0
"Paketan sekarang mahal"" dan cepat boros, sinyal burik sering tiba"" hilang.. dan pulsa tiba"" berkurang padahal tidak dipakai dan data internet non aktif.. mending yang dulu sinyal bagus dan tidak boros alias cepat habis.. itu tidak untuk buka video ya.. kayaknya mau ganti kartu lain.. sudah kecewa sih",2,0
Sinyal tidak bagus jaringan saat malam selalu merah,1,0
Kuota dikurangi harga di naikin jaringan drop . Itulah Indosat .,1,0
Gangguan mulu anjg indosat Niat gak lu tolol,1,0
Percuma beli kuota mahal n Kouta msh banyak.. gangguan trs,1,0
Gimana ini saya beli paket data 20 GB dengan harga 49900 belum masuk,3,0
"sering troubel, Januari 2024 sudah troubel 2x, huuuu",1,0
"Seperti biasa, promo paket stlh diisi pulsa langsung berubah harga wkwk",1,0
Udah beli kuota pembayaran sukses.tapi gagal uang hangus,1,0
Udah aku restart aja masi burik sinyal nya paan dah kartu ini tidak direkomendasikan kalau mau Telkomsel aja biar tidak lag,1,0
"internet lemot bikin emosi padahal lagi ada kerjaan tapi semenjak aku pindah Telkom internet ga lemot jadi kawan"" buat yg ga tahan sama internet lemot dari Indosat pindah ke yg lain aja",1,0
m3 kok sekarang jaringan selalu jelek se gini terus q ganti kartu aja patah dah paketan selalu putus sinyal,1,0
Kebanyakan gangguan tol,1,0
"jaribgan saya ga pernah bagus,beli kuota nmahal"" ga bisa makek sepuas ny,jaringan lemot,kadang"" kuota ny msih bnyak waktu batas kuota ny dh hbis gara"" jaringan lemot",1,0
Indosat anying koplok,1,0
Sinyalnya jelek banget skrng Indosat!!!,1,0
Mengecewakan!,1,0
Lama buka nye aplikasi beda dgn kmren,1,0
Anjimm ngeleg minta ampun padahal sinyal full baru beli paket malah ga bisa ke pake muter2 kaya gasing.. Terlalu banyak gangguan ni m3 parah,1,0
Nggak Bisa di Buka aplikasi Ini,1,0
baru downlad,3,0
"Hujan dikit lemot,hujan dikit sinyal ilang,dari dulu g pernah berubah,kalo gini terus mending ganti kartu",1,0
myIM3 semakin lm semakin menjengkelkan suka potong2 pulsa,1,0
"saya beli pulsa 10rb ngga saya apa apain malah berkurang sendiri jadi tinggal 7rb stress emang, ga kaya apk sebelah ada pengaman pulsanya",1,0
"INI GIMNA SIH INDOSAT,KUOTA MAKIN MAHAL TAPI JARINGAN MAKIN LELET,KALO KUOTA MAHAL JARINGAN HARUS STABIL LAH,KALO KEK GINI TERUS KAPAN ADA KEMAJUANNYA,DASARR INDOSAT PAYAHHH!!!",1,0
"Saya pengguna indosat dari sekitaran 6 tahun,kenapa ya setiap cs mau ditanyainnnya cepet"" banget,coba di cek lagi indosat untuk csnya padahal saya kalo ngmng ama mereka santai kok",2,0
mau isi voucer aja di persulit,1,0
Asu kuota apa ini ngleg bet setiap main gem semoga bangrut,1,0
Jaringan,1,0
"Barusan saya beli paket data 7 GB, trus masuk notif pulsa darurat 700 MB, dan paket data saya 7gb hilang, padahal saya ga minjem paket darurat, udh dua kali saya mengalami ini",1,0
Saya pengguna m3 sudah lama dulu sebelum bnyak tower provider lain sinyal bagus sekarang sinyal kurang bagus bahkan sering gak ada sinyal,2,0
"Jaringan im3 kenapa selalu memperlihatkan semakin buruk kualitasnya? Okelah kalo harganya murah bisa dimengerti, ini udah beli mahal² tapi tetap saja buruk.posisi di perkotaan yg seharusnya jaringannya lebih baik,malah buruk dan sering buffering gajelas.",1,0
"Saya pngn komplem kenapa harga paket nya mahal trus belum waktunya habis tiba"" sisa 465mb padahal saya beli pake duit 50k itu hasil ga jajan ayo lah Indosat harga yang terjangkau jngn mahal"" 1 lagi tambhin bonus kalo kita semua beli paketan misal 12gb jdi 16gb kan enkan tuh mksh",3,0
"Sinyal buruk main ml tiba² ilang sinyal dikit² ilang sinyal,gaenak banget lagi push rank malah ngelegg buruk banget dhh",1,0
"Harga paketan nya makin mahal. Itupun gk sesuai ekspektasi banget jaringan nya. Suka ngilang tiba2, pdhal pas di cek diagnosis jaringan fine2 aj. Sekedar liat status wa aja gk bisa. Tiba2 pulsa kepotong lah. Pdhal ada paket nelpon ke sesama. Tpi tetep kepotong pulsanya. Malah durasi paket nya gk berkurang. Aneh2 aja. Kuota berkurang ia, tpi nggak jalan2 tuh internet nya. Buka google susah. Nunggu 10 menit baru jalan tuh internet. Pas internet lancar yg kepotong malah pulsa bukan kuota. 🤬🤬🤬",1,0
paket FUN tidak bisa di pakai,1,0
"woi gangguan terus,lama bener gangguan nya",1,0
Paket nya boros dan mahall,1,0
MyIM3 KNP KO PULSA sya ko tiba2 ke.potong aneh kan gx kaya.myIM3 2023 tu yang bagus ni si jelek,2,0
Kok myIM3 jadi gini sih setiap mau beli paket lemod sekali proses ga secepat dulu,2,0
Indosat ko sekarang makin kesini makin kesono.. nge lag terus,3,0
Benerin sinyal nih ngeleg bangat,1,0
"Bener² buruk nih mylm3 saya beli pulsa terus gagal eh pulsa saya malah ke ambil, parah mylm3 korupsi ta1",1,0
Poinya ilang,1,0
GK dimna2 jaringan M3 kaya taii. Sering lag internet lemot,1,0
gattel paketan ket tuku langsung gk aktif,1,0
"Kenapa di daerah saya dari pagi sampe jam 10 malem sinyal nya hanya 2 strip kalau buat kerja sama chat terkadang lemot masuk nya.. Minta saran sama operator indosat gak menemukan solusi nya.. Tolong buat sinyal di bagusin lagi, padahal kouta masih banyak tapi internet lemot..",1,0
Kok bisa bisa buka aplikasinya ya min,3,0
Pelayanan nya jelek Beli paket data lama banget prosesnya Sudah komplain ke cs malah mangkin ribet payah sekali indosat skrng,1,0
sinyal tdk sampai lokasi perumahan,2,0
mengecewakan sekaleeeee,1,0
"Aplikasi parah lagi mau beli paketan cuma sinyall jelek malah ga masuk tapi dana berkuras banyak ,,kuota ga dapet saldo abis kena apes Dasar",1,0
sudah bayar tagihan post paid tanggal 26 yg jatuh temponya tanggal 28 kenapa ga bisa dipakai ????,1,0
"Tempat pembelian sinyal M3 yang full power ga lemott dimana sihh ,, M3 sekarang 👎👎👎 dikasih bintang 1 aja ga ada perubahan berati tandanya ga berguna M3 sekarang, klo bisa kasih bintang NOL saya kasih bintang NOL ( TERBURUKKKK & TERBUSUKK )",1,0
Sinyal nya ngilang jelek banget sinyal nya,2,0
Kenapa si mau beli paket gagal trs kesell,2,0
"sangat mengecewakan jaringan Indosat sekarang buat main game dll sudah tidak bisa, sebagai konsumen saya sangat amat kecewa dengan indosat",1,0
Kenapa my M3 sekarang sering tidak ada sinyal,3,0
masih perlu banyak perbaikan,2,0
Mohon maaf awalnya bintang 5 trus tapi begitu di instal sejak kemarin sore 17.01.2025 aplikasi My m3 tidak bisa dibuka,1,0
